Schnatterer,75,Germany,FC Heidenheim 1846
Stephens,74,England,Southampton
Janmaat,77,Netherlands,Watford
Fuchs,74,Austria,Leicester City
Jelavic,72,Croatia,Guizhou Hengfeng FC
Falk,75,Denmark,FC Kobenhavn
Traore,72,Mali,KSV Cercle Brugge
Piatek,76,Poland,Milan
Hubner,73,Germany,FC Union Berlin
Stekelenburg,73,Netherlands,Everton
Pajot,73,France,Angers SCO
Silva,74,Argentina,CD Leganes
Davies,71,England,Preston North End
Barrada,73,Morocco,Gimnastic de Tarragona
Jensen,74,Denmark,Rosenborg BK
Beausejour,74,Chile,Chile
Garay,82,Argentina,Valencia CF
Mathieu,81,France,Sporting CP
Edouard,73,France,Celtic
Mora,74,Chile,U.N.A.M.
Zakaria,77,Switzerland,Borussia Monchengladbach
Mangala,76,France,Manchester City
Beck,74,Germany,VfB Stuttgart
Hart,78,England,Burnley
Mulder,72,Netherlands,Swansea City
Niakhate,74,France,FSV Mainz 05
Banguera,73,Ecuador,Ecuador
Stones,83,England,Manchester City
Baumann,83,Germany,TSG 1899 Hoffenheim
Defour,79,Belgium,Burnley
Higuain,77,Argentina,Columbus Crew SC
Berardi,78,Italy,Sassuolo
Burda,74,Ukraine,Dynamo Kyiv
Hooper,73,England,Sheffield Wednesday
Orsolini,73,Italy,Bologna
Fernandez,72,Argentina,Estudiantes de La Plata
Sertic,72,France,FC Zurich
Funes Mori,76,Argentina,Monterrey
Caligiuri,79,Italy,FC Schalke 04
Gonzalez,72,Paraguay,U.N.A.M.
Gomez,80,Uruguay,RC Celta
Demme,79,Germany,RB Leipzig
Chambers,74,England,Fulham
Choupo-Moting,77,Cameroon,Paris Saint-Germain
Torosidis,73,Greece,Olympiacos CFP
Holebas,78,Greece,Watford
Bourigeaud,77,France,Stade Rennais FC
Carrera,71,Argentina,Atletico Tucuman
Skrzybski,73,Germany,FC Schalke 04
El Zhar,76,Morocco,CD Leganes
Piedrahita,72,Colombia,Junior FC
Vogt,81,Germany,TSG 1899 Hoffenheim
Song,74,Cameroon,FC Sion
Gouano,74,France,Amiens SC
Kucher,73,Ukraine,Kayserispor
Sosa,76,Argentina,Trabzonspor
Cabrera,74,Uruguay,Getafe CF
Kraft,76,Germany,Hertha BSC
Biglia,82,Argentina,Milan
Galanopoulos,72,Greece,AEK Athens
Ibarra,75,Ecuador,Ecuador
Boyd,72,Scotland,Kilmarnock
Sule,84,Germany,FC Bayern Munchen
Pizarro,74,Peru,SV Werder Bremen
Onazi,75,Nigeria,Trabzonspor
Dubois,78,France,Olympique Lyonnais
Milenkovic,72,Serbia,Fiorentina
Boulaya,72,Algeria,FC Metz
Trejo,76,Argentina,Rayo Vallecano
Goldson,73,England,Rangers FC
Martinez Quarta,74,Argentina,River Plate
Chadli,77,Belgium,AS Monaco
Dubravka,79,Slovakia,Newcastle United
Horn,83,Germany,FC Koln
Mustafi,82,Germany,Arsenal
Krsticic,72,Serbia,AEK Athens
Leibold,73,Germany,FC Nurnberg
Denisov,80,Russia,Lokomotiv Moscow
Cillessen,82,Netherlands,FC Barcelona
Fahrmann,82,Germany,FC Schalke 04
Charbonnier,74,France,Stade Brestois 29
Honda,78,Japan,Melbourne Victory
Bendtner,72,Denmark,Rosenborg BK
Popov,76,Bulgaria,Bulgaria
Silbeira,72,Paraguay,Paraguay
Oczipka,76,Germany,FC Schalke 04
Romero,75,Argentina,Independiente
Stenzel,72,Germany,SC Freiburg
Lascelles,78,England,Newcastle United
Trotta,72,Italy,Frosinone
Zardes,73,United States,Columbus Crew SC
Racic,73,Serbia,CD Tenerife
Lemina,78,Gabon,Southampton
Bailey,81,Jamaica,Bayer 04 Leverkusen
Stetina,72,Slovakia,Sparta Praha
Sirigu,83,Italy,Torino
McCarty,73,United States,Chicago Fire
Veltman,76,Netherlands,Ajax
Fuenzalida,74,Chile,Universidad Catolica
Verbic,79,Slovenia,Dynamo Kyiv
Bongonda,75,Belgium,SV Zulte-Waregem
Andersen,72,Denmark,Aalborg BK
Bessa,73,Italy,Genoa
Ulmer,74,Austria,Austria
Araujo,75,Mexico,RC Celta
Doan,73,Japan,FC Groningen
Mbakogu,74,Nigeria,Padova
Maksimovic,78,Serbia,Napoli
Serdar,75,Germany,FC Schalke 04
Uduokhai,75,Germany,VfL Wolfsburg
Traore,73,Ivory Coast,Goztepe SK
Ayew,76,Ghana,Crystal Palace
Diaz,78,Argentina,Boca Juniors
Zusi,72,United States,Sporting Kansas City
Saint-Maximin,79,France,OGC Nice
Ikoko,72,DR Congo,En Avant de Guingamp
Moore,74,England,Reading
Corluka,82,Croatia,Lokomotiv Moscow
Acquah,73,Ghana,Empoli
Diallo,79,France,Borussia Dortmund
Tolisso,83,France,FC Bayern Munchen
Lapadula,74,Italy,Genoa
Pogba,88,France,Manchester United
Kone,74,Ivory Coast,Cote d'Ivoire
Brownhill,72,England,Bristol City
Duricic,74,Serbia,Sassuolo
Milinkovic-Savic,85,Serbia,Lazio
Blake,75,Jamaica,Philadelphia Union
Hinestroza,73,Colombia,Junior FC
Nasri,79,France,West Ham United
Skriniar,86,Slovakia,Inter
Royer,74,Austria,New York Red Bulls
Malcuit,76,France,Napoli
Tisserand,74,DR Congo,VfL Wolfsburg
Toornstra,75,Netherlands,Feyenoord
Lainer,77,Austria,Austria
Biraschi,73,Italy,Genoa
Lala,78,France,RC Strasbourg Alsace
Kljestan,73,United States,Orlando City SC
Bacca,80,Colombia,Villarreal CF
Mina,73,Ecuador,Yeni Malatyaspor
N'Dicka,75,France,Eintracht Frankfurt
De Sart,72,Belgium,Sint-Truidense VV
Diame,75,Senegal,Newcastle United
Benzia,75,Algeria,Fenerbahce SK
Aguero,89,Argentina,FC Barcelona
Bottinelli,72,Argentina,Union de Santa Fe
Ghoddos,75,Iran,Amiens SC
Cook,78,England,Bournemouth
McKennie,75,United States,FC Schalke 04
Torun,72,Turkey,Bursaspor
Donati,73,Italy,FSV Mainz 05
Knockaert,76,France,Brighton & Hove Albion
Bicakcic,77,Bosnia Herzegovina,TSG 1899 Hoffenheim
Skubic,73,Slovenia,Atiker Konyaspor
Guarin,75,Colombia,Shanghai Greenland Shenhua FC
Karaman,72,Turkey,Fortuna Dusseldorf
Labyad,75,Morocco,Ajax
Brugman,72,Uruguay,Pescara
Cervi,79,Argentina,SL Benfica
Hernandez,75,Colombia,Atletico Nacional
Roa,75,Colombia,Club Atletico Huracan
Dier,80,England,Tottenham Hotspur
Norgaard,72,Denmark,Fiorentina
Vargas,75,Argentina,Velez Sarsfield
Doherty,77,Republic of Ireland,Wolverhampton Wanderers
Demiral,73,Turkey,Sassuolo
Musa,75,Nigeria,Al Nassr
Pellegrini,79,Italy,Roma
Klaus,76,Germany,VfL Wolfsburg
Malinovskyi,78,Ukraine,KRC Genk
Benavente,74,Peru,Peru
Zozulya,72,Ukraine,Albacete BP
Plattenhardt,77,Germany,Hertha BSC
Randolph,73,Republic of Ireland,Middlesbrough
John,73,Netherlands,Vitoria Guimaraes
Hoogland,72,Germany,VfL Bochum 1848
Saric,74,Bosnia Herzegovina,Suwon Samsung Bluewings
Johnsen,72,Norway,AZ Alkmaar
Berge,77,Norway,KRC Genk
Santini,74,Croatia,RSC Anderlecht
Kovarik,73,Czech Republic,Viktoria Plzen
Boyko,76,Ukraine,Dynamo Kyiv
Tait,76,France,Angers SCO
Mbabu,77,Switzerland,Switzerland
Braithwaite,75,Denmark,CD Leganes
Tuanzebe,72,England,Aston Villa
Ankersen,73,Denmark,FC Kobenhavn
Ascacibar,77,Argentina,VfB Stuttgart
Murgia,72,Italy,SPAL
Kongolo,78,Netherlands,Huddersfield Town
Selikhov,78,Russia,Spartak Moscow
Hernandez,78,Chile,Chile
Schlager,76,Austria,Austria
Stoch,75,Slovakia,SK Slavia Praha
Rubio,72,Chile,CD Universidad de Concepcion
Suarez,77,Uruguay,Getafe CF
Ntcham,73,France,Celtic
Coady,74,England,Wolverhampton Wanderers
Sanchez,75,Argentina,Monterrey
Doumbia,76,Ivory Coast,Girona FC
Baal,73,France,Stade Rennais FC
Midtsjo,74,Norway,AZ Alkmaar
Bahebeck,72,France,FC Utrecht
Bertolacci,77,Italy,Milan
Khacheridi,74,Ukraine,PAOK
Chakvetadze,74,Georgia,KAA Gent
Cathcart,76,Northern Ireland,Watford
Oukidja,72,Algeria,FC Metz
Boye,73,Argentina,AEK Athens
Gutierrez,77,Colombia,Junior FC
McCarthy,77,Republic of Ireland,Everton
Deaux,75,France,En Avant de Guingamp
Khaoui,72,Tunisia,Stade Malherbe Caen
Kamada,73,Japan,Sint-Truidense VV
Williams,73,Republic of Ireland,Millwall
Alustiza,74,Argentina,Puebla FC
Shaw,80,England,Manchester United
Beric,74,Slovenia,AS Saint-etienne
Abarhoun,72,Morocco,caykur Rizespor
Rosier,74,France,Dijon FCO
Lindner,74,Austria,Austria
Gray,76,England,Watford
Neustadter,73,Russia,Fenerbahce SK
Bustamante,73,Argentina,Curico Unido
Marchesin,77,Argentina,Argentina
Hoolahan,72,Republic of Ireland,West Bromwich Albion
Neymar Jr,92,Brazil,Paris Saint-Germain
Di Lorenzo,73,Italy,Empoli
Vossen,73,Belgium,Club Brugge KV
Digne,81,France,Everton
Montes,73,Mexico,Monterrey
Miranchuk,77,Russia,Lokomotiv Moscow
Kahveci,75,Turkey,Medipol Basaksehir FK
Trybull,72,Germany,Norwich City
Forlin,72,Argentina,Real Oviedo
Advincula,74,Peru,Rayo Vallecano
Benitez,76,Argentina,Independiente
Farinez,73,Venezuela,Venezuela
Hernandez,75,Uruguay,PFC CSKA Moscow
Coopman,71,Belgium,KV Oostende
Gerhardt,76,Germany,VfL Wolfsburg
Halilovic,76,Croatia,Standard de Liege
Pizarro,76,Mexico,Monterrey
Ginter,81,Germany,Borussia Monchengladbach
Carrasco,72,Chile,Tiburones Rojos de Veracruz
Fosu-Mensah,73,Netherlands,Fulham
Christiansen,73,Denmark,Malmo FF
Misic,73,Croatia,PAOK
Vargas,76,Chile,Tigres U.A.N.L.
Calleri,77,Argentina,Deportivo Alaves
Diaz,73,Colombia,Junior FC
Civelli,77,Argentina,Club Atletico Banfield
Ajeti,74,Switzerland,Switzerland
Sanchez,84,Chile,Manchester United
Brooks,75,Wales,Bournemouth
Guzman,77,Argentina,Tigres U.A.N.L.
Hutchinson,76,Canada,Besiktas JK
McCormack,72,Scotland,Motherwell
Alderweireld,87,Belgium,Tottenham Hotspur
Gaitan,82,Argentina,Dalian YiFang FC
Elez,73,Croatia,Hannover 96
Lozano,73,Uruguay,Santos Laguna
Vavro,72,Slovakia,FC Kobenhavn
Leistner,73,Germany,Queens Park Rangers
Bengtsson,73,Sweden,Malmo FF
Lavezzi,79,Argentina,Hebei China Fortune FC
Torres,75,Colombia,Albacete BP
Keita,83,Guinea,Liverpool
Narsingh,73,Netherlands,Swansea City
Riveros,76,Paraguay,Paraguay
Hutchinson,72,England,Millwall
Cigarini,75,Italy,Cagliari
Candreva,80,Italy,Inter
Vardy,82,England,Leicester City
Karavaev,73,Russia,Vitesse
Rodriguez,75,Uruguay,Uruguay
De Sciglio,78,Italy,Juventus
Maietta,72,Italy,Empoli
Grabban,74,England,Nottingham Forest
Thommy,74,Germany,VfB Stuttgart
Gordillo,73,Colombia,Deportes Tolima
Powell,72,England,Wigan Athletic
Gytkjer,72,Denmark,Lech Poznan
Poulsen,73,Denmark,FC Midtjylland
Giebelmann,73,Germany,Fortuna Dusseldorf
Mane,86,Senegal,Liverpool
De Vrij,84,Netherlands,Inter
Rensing,74,Germany,Fortuna Dusseldorf
Morelo,74,Colombia,Club Atletico Colon
Sobiech,74,Germany,FC Koln
Lucioni,73,Italy,Lecce
Vanaken,79,Belgium,Club Brugge KV
Alessandrini,78,France,LA Galaxy
Miazga,73,United States,Reading
Sanson,80,France,Olympique de Marseille
Demirbay,82,Germany,TSG 1899 Hoffenheim
Letschert,73,Netherlands,FC Utrecht
Terzi,72,Italy,Spezia
Mensah,74,Ghana,Kayserispor
Mendoza,72,Colombia,Amiens SC
Pritchard,74,England,Huddersfield Town
De Jong,82,Netherlands,Ajax
Stanciu,75,Romania,Romania
Adomah,72,Ghana,Aston Villa
Otamendi,84,Argentina,Manchester City
Domingo,76,Argentina,Independiente
Tutino,72,Italy,Cosenza
Lees-Melou,78,France,OGC Nice
Thomasson,76,France,RC Strasbourg Alsace
Cech,82,Czech Republic,Arsenal
Eysseric,76,France,FC Nantes
Pedersen,73,Denmark,Birmingham City
Caicedo,77,Ecuador,Lazio
Meriah,72,Tunisia,Olympiacos CFP
Barrios,73,Paraguay,Club Atletico Huracan
Rodriguez,75,Argentina,Newell's Old Boys
Ntep,75,Cameroon,VfL Wolfsburg
Caputo,76,Italy,Empoli
Tobio,73,Argentina,Deportivo Toluca
Pellissier,72,Italy,Chievo Verona
Wolf,72,Germany,Fortuna Dusseldorf
Pavone,71,Argentina,Estudiantes de La Plata
Holtby,75,Germany,Hamburger SV
Korb,74,Germany,Hannover 96
Czichos,74,Germany,FC Koln
Toure,74,Mali,Eintracht Frankfurt
Kessler,71,Germany,FC Koln
Fernandez,73,Argentina,Club Necaxa
Alvarado,72,Mexico,Mexico
Rolan,75,Uruguay,Deportivo Alaves
Fekir,84,France,Olympique Lyonnais
Ginczek,78,Germany,VfL Wolfsburg
Hrgota,72,Sweden,Eintracht Frankfurt
Perbet,71,France,Sporting de Charleroi
Arnold,78,Germany,VfL Wolfsburg
Peterson,71,Sweden,Heracles Almelo
Azeez,72,Nigeria,Granada CF
Guidetti,77,Sweden,Deportivo Alaves
Zaldivia,74,Argentina,Colo-Colo
Klostermann,77,Germany,RB Leipzig
Casco,76,Argentina,River Plate
Castillo,74,Colombia,Club Tijuana
Espinoza,72,Honduras,Sporting Kansas City
Hojbjerg,77,Denmark,Southampton
Sigali,76,Argentina,Racing Club
Pack,72,England,Bristol City
Kiyotake,72,Japan,Cerezo Osaka
Gonul,76,Turkey,Besiktas JK
Ansarifard,74,Iran,Nottingham Forest
Verre,73,Italy,Perugia
Dmitrovic,79,Serbia,SD Eibar
Cigerci,73,Turkey,Fenerbahce SK
Zagadou,76,France,Borussia Dortmund
Ruiz,74,Argentina,Club Atletico Aldosivi
Da Costa,78,Germany,Eintracht Frankfurt
Bellarabi,82,Germany,Bayer 04 Leverkusen
Mittelstadt,72,Germany,Hertha BSC
Tufan,73,Turkey,Alanyaspor
Clichy,77,France,Medipol Basaksehir FK
Memisevic,71,Bosnia Herzegovina,FC Groningen
Foyth,73,Argentina,Tottenham Hotspur
Traore,78,Burkina Faso,Olympique Lyonnais
Al Shahrani,72,Saudi Arabia,Al Hilal
Modeste,80,France,FC Koln
Kravets,72,Ukraine,Kayserispor
Stindl,81,Germany,Borussia Monchengladbach
Frantz,73,Germany,SC Freiburg
Szczesny,86,Poland,Juventus
Murillo,80,Colombia,FC Barcelona
Mbodji,77,Senegal,RSC Anderlecht
Leye,72,Senegal,Royal Excel Mouscron
Cabella,78,France,AS Saint-etienne
Ngadeu-Ngadjui,74,Cameroon,SK Slavia Praha
Matip,80,Cameroon,Liverpool
Pekarik,75,Slovakia,Hertha BSC
Koziello,76,France,FC Koln
Borges,76,Costa Rica,Goztepe SK
Erkin,76,Turkey,Besiktas JK
Barroso,73,Argentina,Colo-Colo
Hoilett,74,Canada,Cardiff City
Laporte,85,France,Manchester City
Dessoleil,73,Belgium,Sporting de Charleroi
Falletti,72,Uruguay,Palermo
Tonelli,77,Italy,Sampdoria
Abate,77,Italy,Milan
Corona,81,Mexico,Mexico
Kouyate,76,Senegal,Crystal Palace
Murillo,75,Colombia,Colombia
Al Muwallad,72,Saudi Arabia,Al Ittihad
Doumbia,72,Mali,Stade de Reims
Morales,72,Argentina,Club Atletico Tigre
Westwood,76,England,Burnley
Kryvtsov,75,Ukraine,Shakhtar Donetsk
Kadzior,72,Poland,Dinamo Zagreb
Pavlenka,82,Czech Republic,SV Werder Bremen
Konoplyanka,78,Ukraine,FC Schalke 04
Montero,75,Ecuador,West Bromwich Albion
Vermeer,75,Netherlands,Feyenoord
Milik,82,Poland,Napoli
Navas,87,Costa Rica,Real Madrid
Soudani,75,Algeria,Nottingham Forest
Caruzzo,75,Argentina,Rosario Central
Taniguchi,73,Japan,Kawasaki Frontale
Behrens,75,Germany,FC Nurnberg
Dejaegere,73,Belgium,KAA Gent
Kanga,75,Gabon,Sparta Praha
Bounou,79,Morocco,Girona FC
Bouanga,74,Gabon,Nimes Olympique
Osorio,75,Venezuela,Venezuela
Menendez,72,Argentina,Tiburones Rojos de Veracruz
Palacios,76,Argentina,River Plate
El Yamiq,71,Morocco,Perugia
Ostrzolek,74,Germany,Hannover 96
Benkovic,76,Croatia,Celtic
Pearson,75,England,Preston North End
Hughes,77,England,Watford
Griezmann,89,France,Atletico Madrid
Reynoso,73,Argentina,Boca Juniors
Torres Nilo,72,Mexico,Tigres U.A.N.L.
Mercado,79,Argentina,Sevilla FC
Duda,76,Slovakia,Hertha BSC
Gutierrez,77,Mexico,PSV
Amadou,75,France,Sevilla FC
Donald,72,Netherlands,Yeni Malatyaspor
Lukic,73,Serbia,Torino
Zurutuza,76,France,Real Sociedad
Boateng,81,Ghana,FC Barcelona
Butland,80,England,Stoke City
Paintsil,71,Ghana,KRC Genk
Herrmann,77,Germany,Borussia Monchengladbach
Kembo-Ekoko,74,DR Congo,Bursaspor
Borja,72,Colombia,Colombia
Marega,81,Mali,FC Porto
Rekik,79,Netherlands,Hertha BSC
Ince,73,England,Stoke City
Rincon,77,Venezuela,Torino
Yago,72,Burkina Faso,Le Havre AC
Yilmaz,79,Turkey,Besiktas JK
Fejsa,81,Serbia,SL Benfica
Acuna,80,Argentina,Argentina
Knasmullner,72,Austria,SK Rapid Wien
Willems,76,Netherlands,Eintracht Frankfurt
Hernandez,75,Mexico,Pachuca
Verhaegh,74,Netherlands,VfL Wolfsburg
Rashford,83,England,Manchester United
Landre,72,France,Nimes Olympique
Fragapane,71,Argentina,Union de Santa Fe
Missiroli,75,Italy,SPAL
Pinsoglio,72,Italy,Juventus
Zouma,79,France,Everton
Ruidiaz,76,Peru,Seattle Sounders FC
Radu,80,Romania,Lazio
Barella,78,Italy,Cagliari
Holgate,76,England,West Bromwich Albion
Pohjanpalo,72,Finland,Bayer 04 Leverkusen
Maidana,77,Argentina,Deportivo Toluca
Barak,77,Czech Republic,Udinese
Boly,78,France,Wolverhampton Wanderers
Lichtsteiner,77,Switzerland,Arsenal
Caldara,80,Italy,Milan
Scholz,72,Denmark,FC Midtjylland
Pandev,74,FYR Macedonia,Genoa
Lucumi,72,Colombia,KRC Genk
Kruse,72,Australia,VfL Bochum 1848
Canouse,72,United States,DC United
Crisetig,74,Italy,Benevento
Ospina,79,Colombia,Napoli
Gudino,72,Mexico,Guadalajara
Livakovic,74,Croatia,Dinamo Zagreb
Grillitsch,77,Austria,TSG 1899 Hoffenheim
Cauteruccio,72,Uruguay,Cruz Azul
Damonte,72,Argentina,Club Atletico Huracan
Kucka,77,Slovakia,Parma
Ilicic,81,Slovenia,Atalanta
Andelkovic,74,Slovenia,Padova
Esiti,72,Nigeria,KAA Gent
Jack,74,Scotland,Rangers FC
Luyindama,75,DR Congo,Galatasaray SK
Kounde,75,France,FC Girondins de Bordeaux
Baumgartl,76,Germany,VfB Stuttgart
Hansen,73,Denmark,FC Midtjylland
Langkamp,76,Germany,SV Werder Bremen
Cartabia,77,Argentina,Deportivo de La Coruna
Witsel,85,Belgium,Borussia Dortmund
Yoshida,75,Japan,Southampton
Trossard,78,Belgium,KRC Genk
Boufal,77,Morocco,RC Celta
Saivet,73,Senegal,Bursaspor
Nardi,73,France,KSV Cercle Brugge
Fransson,72,Sweden,IFK Norrkoping
Ajer,73,Norway,Celtic
Blanco,74,Argentina,Malaga CF
Caraglio,74,Argentina,Cruz Azul
Piszczek,81,Poland,Borussia Dortmund
McGregor,75,Scotland,Celtic
Perez,75,Colombia,Independiente Santa Fe
Ciciretti,74,Italy,Ascoli
Eggestein,79,Germany,SV Werder Bremen
Prijovic,77,Serbia,Al Ittihad
Lukaku,77,Belgium,Lazio
Mantalos,76,Greece,AEK Athens
Rodriguez,73,Mexico,Mexico
Laurini,74,France,Fiorentina
Jones,75,Australia,Al Nassr
Vormer,78,Netherlands,Club Brugge KV
Fredericks,73,England,West Ham United
Dann,75,England,Crystal Palace
Ariaudo,72,Italy,Frosinone
Reyes,72,Chile,Chile
Berggreen,72,Denmark,FSV Mainz 05
Strinic,74,Croatia,Milan
Tsygankov,79,Ukraine,Dynamo Kyiv
Buchtmann,73,Germany,FC St. Pauli
Fernandez,76,Argentina,Newcastle United
Diop,77,France,West Ham United
Fritzler,75,Argentina,Club Atletico Colon
Brahimi,85,Algeria,FC Porto
Monconduit,76,France,Amiens SC
Traore,75,Ivory Coast,Cote d'Ivoire
Machis,75,Venezuela,Cadiz CF
Maxim,73,Romania,FSV Mainz 05
Davies,80,Wales,Tottenham Hotspur
Winks,79,England,Tottenham Hotspur
Phillips,76,Scotland,West Bromwich Albion
Melia,74,United States,Sporting Kansas City
Osako,76,Japan,SV Werder Bremen
Pineda,74,Mexico,Cruz Azul
Mosquera,72,Colombia,FC Dallas
Ortega,72,Germany,DSC Arminia Bielefeld
Galovic,72,Croatia,Sagan Tosu
Marshall,72,United States,Seattle Sounders FC
Radovanovic,77,Serbia,Genoa
Gaibor,72,Ecuador,Independiente
Friedrich,71,Germany,FC Union Berlin
Ayala,75,Mexico,Tigres U.A.N.L.
Klich,73,Poland,Leeds United
Bronn,75,Tunisia,KAA Gent
Blind,80,Netherlands,Ajax
Benassi,77,Italy,Fiorentina
Aguirre,71,Mexico,Pachuca
Dimata,75,Belgium,RSC Anderlecht
Minamino,73,Japan,FC Red Bull Salzburg
Nyom,74,Cameroon,CD Leganes
Okazaki,75,Japan,Leicester City
Bartels,76,Germany,SV Werder Bremen
March,74,England,Brighton & Hove Albion
Sako,71,Mali,Crystal Palace
Pulgar,77,Chile,Bologna
Mina,78,Colombia,Everton
Politano,82,Italy,Inter
Konate,75,Senegal,Amiens SC
Hunou,73,France,Stade Rennais FC
Peralta,75,Mexico,Club America
Herrera,73,Chile,Chile
Fassnacht,72,Switzerland,Switzerland
Ghezzal,75,Algeria,Leicester City
Slimani,76,Algeria,Fenerbahce SK
Belec,72,Slovenia,Sampdoria
Romagnoli,83,Italy,Milan
Rigoni,75,Italy,Parma
Hansen,75,Denmark,FC Midtjylland
McAuley,72,Northern Ireland,Rangers FC
Bande,72,Burkina Faso,Ajax
Hamdallah,75,Morocco,Al Nassr
Elm,73,Sweden,Kalmar FF
Owusu,72,Ghana,Royal Antwerp FC
Fagundez,73,Uruguay,New England Revolution
Elvedi,78,Switzerland,Borussia Monchengladbach
Manriquez,73,Chile,CD Universidad de Concepcion
Kubo,73,Japan,FC Nurnberg
Murray,77,England,Brighton & Hove Albion
Andujar,74,Argentina,Estudiantes de La Plata
Moses,78,Nigeria,Fenerbahce SK
Muller,71,Germany,FC Heidenheim 1846
Gyan,74,Ghana,Kayserispor
Soto,72,Colombia,Once Caldas
Ayling,72,England,Leeds United
Opazo,73,Chile,Chile
Wormgoor,73,Netherlands,SK Brann
Berisha,76,Kosovo,Lazio
Coric,74,Croatia,Roma
Walcott,79,England,Everton
Room,74,Curacao,PSV
Ucan,72,Turkey,Empoli
Karnezis,78,Greece,Napoli
Baumgartlinger,78,Austria,Bayer 04 Leverkusen
Garritano,72,Italy,Cosenza
Mbokani,75,DR Congo,Royal Antwerp FC
Adenon,73,Benin,Amiens SC
Can,80,Germany,Juventus
Bamba,73,Ivory Coast,Angers SCO
Embolo,76,Switzerland,FC Schalke 04
Ajorque,72,France,RC Strasbourg Alsace
Cimirot,73,Bosnia Herzegovina,Standard de Liege
Thioub,73,France,Nimes Olympique
Veigneau,73,France,Kasimpasa SK
Botta,74,Argentina,San Lorenzo de Almagro
Denayer,78,Belgium,Olympique Lyonnais
Toselli,75,Chile,Universidad Catolica
Barreiro,72,Colombia,Pachuca
Wakaso,75,Ghana,Vitoria Guimaraes
Werner,84,Germany,RB Leipzig
Perez,74,Colombia,Junior FC
Soyuncu,74,Turkey,Leicester City
Van Rhijn,72,Netherlands,AZ Alkmaar
Gallese,72,Peru,Peru
Rebrov,74,Russia,Spartak Moscow
Hummels,88,Germany,FC Bayern Munchen
